"STCOFIPS","STFIPS","COFIPS","GEO","ITEM","DATA"
"19091","19","091","Iowa\Humboldt","Farms by value of sales \ $25,000 to $49,999",34
"19099","19","099","Iowa\Jasper","Farms by value of sales \ $25,000 to $49,999",74
"19109","19","109","Iowa\Kossuth","Farms by value of sales \ $25,000 to $49,999",44
"19127","19","127","Iowa\Marshall","Farms by value of sales \ $25,000 to $49,999",55
"19131","19","131","Iowa\Mitchell","Farms by value of sales \ $25,000 to $49,999",44
"19147","19","147","Iowa\Palo Alto","Farms by value of sales \ $25,000 to $49,999",41
"19151","19","151","Iowa\Pocahontas","Farms by value of sales \ $25,000 to $49,999",33
"19153","19","153","Iowa\Polk","Farms by value of sales \ $25,000 to $49,999",60
"19161","19","161","Iowa\Sac","Farms by value of sales \ $25,000 to $49,999",47
"19169","19","169","Iowa\Story","Farms by value of sales \ $25,000 to $49,999",67
"19187","19","187","Iowa\Webster","Farms by value of sales \ $25,000 to $49,999",54
"19189","19","189","Iowa\Winnebago","Farms by value of sales \ $25,000 to $49,999",24
"19195","19","195","Iowa\Worth","Farms by value of sales \ $25,000 to $49,999",30
"19197","19","197","Iowa\Wright","Farms by value of sales \ $25,000 to $49,999",41
"19015","19","015","Iowa\Boone","Farms by value of sales \ $50,000 to $99,999",66
"19021","19","021","Iowa\Buena Vista","Farms by value of sales \ $50,000 to $99,999",60
"19023","19","023","Iowa\Butler","Farms by value of sales \ $50,000 to $99,999",94
"19025","19","025","Iowa\Calhoun","Farms by value of sales \ $50,000 to $99,999",57
"19027","19","027","Iowa\Carroll","Farms by value of sales \ $50,000 to $99,999",110
"19033","19","033","Iowa\Cerro Gordo","Farms by value of sales \ $50,000 to $99,999",62
"19041","19","041","Iowa\Clay","Farms by value of sales \ $50,000 to $99,999",51
"19049","19","049","Iowa\Dallas","Farms by value of sales \ $50,000 to $99,999",83
"19059","19","059","Iowa\Dickinson","Farms by value of sales \ $50,000 to $99,999",25
"19063","19","063","Iowa\Emmet","Farms by value of sales \ $50,000 to $99,999",37
"19067","19","067","Iowa\Floyd","Farms by value of sales \ $50,000 to $99,999",64
"19069","19","069","Iowa\Franklin","Farms by value of sales \ $50,000 to $99,999",80
"19073","19","073","Iowa\Greene","Farms by value of sales \ $50,000 to $99,999",58
"19075","19","075","Iowa\Grundy","Farms by value of sales \ $50,000 to $99,999",40
"19077","19","077","Iowa\Guthrie","Farms by value of sales \ $50,000 to $99,999",77
"19079","19","079","Iowa\Hamilton","Farms by value of sales \ $50,000 to $99,999",42
"19081","19","081","Iowa\Hancock","Farms by value of sales \ $50,000 to $99,999",65
"19083","19","083","Iowa\Hardin","Farms by value of sales \ $50,000 to $99,999",54
"19091","19","091","Iowa\Humboldt","Farms by value of sales \ $50,000 to $99,999",39
"19099","19","099","Iowa\Jasper","Farms by value of sales \ $50,000 to $99,999",80
"19109","19","109","Iowa\Kossuth","Farms by value of sales \ $50,000 to $99,999",83
"19127","19","127","Iowa\Marshall","Farms by value of sales \ $50,000 to $99,999",46
"19131","19","131","Iowa\Mitchell","Farms by value of sales \ $50,000 to $99,999",90
"19147","19","147","Iowa\Palo Alto","Farms by value of sales \ $50,000 to $99,999",60
"19151","19","151","Iowa\Pocahontas","Farms by value of sales \ $50,000 to $99,999",63
"19153","19","153","Iowa\Polk","Farms by value of sales \ $50,000 to $99,999",52
"19161","19","161","Iowa\Sac","Farms by value of sales \ $50,000 to $99,999",83
"19169","19","169","Iowa\Story","Farms by value of sales \ $50,000 to $99,999",76
"19187","19","187","Iowa\Webster","Farms by value of sales \ $50,000 to $99,999",75
"19189","19","189","Iowa\Winnebago","Farms by value of sales \ $50,000 to $99,999",47
"19195","19","195","Iowa\Worth","Farms by value of sales \ $50,000 to $99,999",42
"19197","19","197","Iowa\Wright","Farms by value of sales \ $50,000 to $99,999",48
"19015","19","015","Iowa\Boone","Farms by value of sales \ $100,000 or more",321
"19021","19","021","Iowa\Buena Vista","Farms by value of sales \ $100,000 or more",516
"19023","19","023","Iowa\Butler","Farms by value of sales \ $100,000 or more",416
"19025","19","025","Iowa\Calhoun","Farms by value of sales \ $100,000 or more",429
"19027","19","027","Iowa\Carroll","Farms by value of sales \ $100,000 or more",564
"19033","19","033","Iowa\Cerro Gordo","Farms by value of sales \ $100,000 or more",330
"19041","19","041","Iowa\Clay","Farms by value of sales \ $100,000 or more",393
"19049","19","049","Iowa\Dallas","Farms by value of sales \ $100,000 or more",298
"19059","19","059","Iowa\Dickinson","Farms by value of sales \ $100,000 or more",232
"19063","19","063","Iowa\Emmet","Farms by value of sales \ $100,000 or more",272
"19067","19","067","Iowa\Floyd","Farms by value of sales \ $100,000 or more",389
"19069","19","069","Iowa\Franklin","Farms by value of sales \ $100,000 or more",443
"19073","19","073","Iowa\Greene","Farms by value of sales \ $100,000 or more",374
"19075","19","075","Iowa\Grundy","Farms by value of sales \ $100,000 or more",419
"19077","19","077","Iowa\Guthrie","Farms by value of sales \ $100,000 or more",264
"19079","19","079","Iowa\Hamilton","Farms by value of sales \ $100,000 or more",382
"19081","19","081","Iowa\Hancock","Farms by value of sales \ $100,000 or more",459
"19083","19","083","Iowa\Hardin","Farms by value of sales \ $100,000 or more",414
"19091","19","091","Iowa\Humboldt","Farms by value of sales \ $100,000 or more",328
"19099","19","099","Iowa\Jasper","Farms by value of sales \ $100,000 or more",467
"19109","19","109","Iowa\Kossuth","Farms by value of sales \ $100,000 or more",838
"19127","19","127","Iowa\Marshall","Farms by value of sales \ $100,000 or more",403
"19131","19","131","Iowa\Mitchell","Farms by value of sales \ $100,000 or more",469
"19147","19","147","Iowa\Palo Alto","Farms by value of sales \ $100,000 or more",439
"19151","19","151","Iowa\Pocahontas","Farms by value of sales \ $100,000 or more",458
"19153","19","153","Iowa\Polk","Farms by value of sales \ $100,000 or more",209
"19161","19","161","Iowa\Sac","Farms by value of sales \ $100,000 or more",458
"19169","19","169","Iowa\Story","Farms by value of sales \ $100,000 or more",360
"19187","19","187","Iowa\Webster","Farms by value of sales \ $100,000 or more",471
"19189","19","189","Iowa\Winnebago","Farms by value of sales \ $100,000 or more",287
"19195","19","195","Iowa\Worth","Farms by value of sales \ $100,000 or more",281
"19197","19","197","Iowa\Wright","Farms by value of sales \ $100,000 or more",401
"19015","19","015","Iowa\Boone","Government payments (farms)",711
"19021","19","021","Iowa\Buena Vista","Government payments (farms)",716
"19023","19","023","Iowa\Butler","Government payments (farms)",890
"19025","19","025","Iowa\Calhoun","Government payments (farms)",733
"19027","19","027","Iowa\Carroll","Government payments (farms)",866
"19033","19","033","Iowa\Cerro Gordo","Government payments (farms)",642
"19041","19","041","Iowa\Clay","Government payments (farms)",602
"19049","19","049","Iowa\Dallas","Government payments (farms)",658
"19059","19","059","Iowa\Dickinson","Government payments (farms)",356
"19063","19","063","Iowa\Emmet","Government payments (farms)",391
"19067","19","067","Iowa\Floyd","Government payments (farms)",763
"19069","19","069","Iowa\Franklin","Government payments (farms)",708
"19073","19","073","Iowa\Greene","Government payments (farms)",642
"19075","19","075","Iowa\Grundy","Government payments (farms)",610
"19077","19","077","Iowa\Guthrie","Government payments (farms)",674
"19079","19","079","Iowa\Hamilton","Government payments (farms)",609
"19081","19","081","Iowa\Hancock","Government payments (farms)",770
"19083","19","083","Iowa\Hardin","Government payments (farms)",655
"19091","19","091","Iowa\Humboldt","Government payments (farms)",470
"19099","19","099","Iowa\Jasper","Government payments (farms)",817
"19109","19","109","Iowa\Kossuth","Government payments (farms)",1181
"19127","19","127","Iowa\Marshall","Government payments (farms)",671
"19131","19","131","Iowa\Mitchell","Government payments (farms)",677
"19147","19","147","Iowa\Palo Alto","Government payments (farms)",754
"19151","19","151","Iowa\Pocahontas","Government payments (farms)",670
"19153","19","153","Iowa\Polk","Government payments (farms)",479
"19161","19","161","Iowa\Sac","Government payments (farms)",754
"19169","19","169","Iowa\Story","Government payments (farms)",710
"19187","19","187","Iowa\Webster","Government payments (farms)",827
"19189","19","189","Iowa\Winnebago","Government payments (farms)",559
"19195","19","195","Iowa\Worth","Government payments (farms)",551
"19197","19","197","Iowa\Wright","Government payments (farms)",653
"19015","19","015","Iowa\Boone","Government payments ($1,000)",6378
"19021","19","021","Iowa\Buena Vista","Government payments ($1,000)",8715
"19023","19","023","Iowa\Butler","Government payments ($1,000)",9333
"19025","19","025","Iowa\Calhoun","Government payments ($1,000)",7928
"19027","19","027","Iowa\Carroll","Government payments ($1,000)",8377
"19033","19","033","Iowa\Cerro Gordo","Government payments ($1,000)",8384
"19041","19","041","Iowa\Clay","Government payments ($1,000)",7683
"19049","19","049","Iowa\Dallas","Government payments ($1,000)",6868
"19059","19","059","Iowa\Dickinson","Government payments ($1,000)",3868
"19063","19","063","Iowa\Emmet","Government payments ($1,000)",4456
"19067","19","067","Iowa\Floyd","Government payments ($1,000)",8273
"19069","19","069","Iowa\Franklin","Government payments ($1,000)",9424
"19073","19","073","Iowa\Greene","Government payments ($1,000)",7356
"19075","19","075","Iowa\Grundy","Government payments ($1,000)",7556
"19077","19","077","Iowa\Guthrie","Government payments ($1,000)",8272
"19079","19","079","Iowa\Hamilton","Government payments ($1,000)",9809
"19081","19","081","Iowa\Hancock","Government payments ($1,000)",8438
"19083","19","083","Iowa\Hardin","Government payments ($1,000)",9829
"19091","19","091","Iowa\Humboldt","Government payments ($1,000)",6158
"19099","19","099","Iowa\Jasper","Government payments ($1,000)",7997
"19109","19","109","Iowa\Kossuth","Government payments ($1,000)",13183
"19127","19","127","Iowa\Marshall","Government payments ($1,000)",7063
"19131","19","131","Iowa\Mitchell","Government payments ($1,000)",6663
"19147","19","147","Iowa\Palo Alto","Government payments ($1,000)",8245
"19151","19","151","Iowa\Pocahontas","Government payments ($1,000)",9485
"19153","19","153","Iowa\Polk","Government payments ($1,000)",4768
"19161","19","161","Iowa\Sac","Government payments ($1,000)",9715
"19169","19","169","Iowa\Story","Government payments ($1,000)",6566
"19187","19","187","Iowa\Webster","Government payments ($1,000)",11421
"19189","19","189","Iowa\Winnebago","Government payments ($1,000)",6474
"19195","19","195","Iowa\Worth","Government payments ($1,000)",6708
"19197","19","197","Iowa\Wright","Government payments ($1,000)",11670
"19015","19","015","Iowa\Boone","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",585
"19021","19","021","Iowa\Buena Vista","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",590
"19023","19","023","Iowa\Butler","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",680
"19025","19","025","Iowa\Calhoun","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",602
"19027","19","027","Iowa\Carroll","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",704
"19033","19","033","Iowa\Cerro Gordo","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",550
"19041","19","041","Iowa\Clay","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",431
"19049","19","049","Iowa\Dallas","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",542
"19059","19","059","Iowa\Dickinson","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",270
"19063","19","063","Iowa\Emmet","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",312
"19067","19","067","Iowa\Floyd","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",550
"19069","19","069","Iowa\Franklin","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",553
"19073","19","073","Iowa\Greene","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",542
"19075","19","075","Iowa\Grundy","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",521
"19077","19","077","Iowa\Guthrie","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",516
"19079","19","079","Iowa\Hamilton","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",535
"19081","19","081","Iowa\Hancock","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",683
"19083","19","083","Iowa\Hardin","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",561
"19091","19","091","Iowa\Humboldt","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",417
"19099","19","099","Iowa\Jasper","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",700
"19109","19","109","Iowa\Kossuth","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",973
"19127","19","127","Iowa\Marshall","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",535
"19131","19","131","Iowa\Mitchell","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",623
"19147","19","147","Iowa\Palo Alto","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",595
"19151","19","151","Iowa\Pocahontas","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",569
"19153","19","153","Iowa\Polk","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",421
"19161","19","161","Iowa\Sac","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",580
"19169","19","169","Iowa\Story","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",561
"19187","19","187","Iowa\Webster","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",703
"19189","19","189","Iowa\Winnebago","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",445
"19195","19","195","Iowa\Worth","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",434
"19197","19","197","Iowa\Wright","Total income from farm-related sources, gross before taxes and expenses (see text) (farms)",552
"19015","19","015","Iowa\Boone","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",16208
"19021","19","021","Iowa\Buena Vista","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",21893
"19023","19","023","Iowa\Butler","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",39886
"19025","19","025","Iowa\Calhoun","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",30488
"19027","19","027","Iowa\Carroll","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",36397
"19033","19","033","Iowa\Cerro Gordo","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",30996
"19041","19","041","Iowa\Clay","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",10968
"19049","19","049","Iowa\Dallas","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",17838
"19059","19","059","Iowa\Dickinson","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",8447
"19063","19","063","Iowa\Emmet","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",8187
"19067","19","067","Iowa\Floyd","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",23608
"19069","19","069","Iowa\Franklin","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",26983
"19073","19","073","Iowa\Greene","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",35025
"19075","19","075","Iowa\Grundy","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",18640
"19077","19","077","Iowa\Guthrie","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",16593
"19079","19","079","Iowa\Hamilton","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",24706
"19081","19","081","Iowa\Hancock","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",28017
"19083","19","083","Iowa\Hardin","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",17180
"19091","19","091","Iowa\Humboldt","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",13412
"19099","19","099","Iowa\Jasper","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",12601
"19109","19","109","Iowa\Kossuth","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",24193
"19127","19","127","Iowa\Marshall","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",13460
"19131","19","131","Iowa\Mitchell","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",26585
"19147","19","147","Iowa\Palo Alto","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",17732
"19151","19","151","Iowa\Pocahontas","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",16936
"19153","19","153","Iowa\Polk","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",9523
"19161","19","161","Iowa\Sac","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",30599
"19169","19","169","Iowa\Story","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",13194
"19187","19","187","Iowa\Webster","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",23588
"19189","19","189","Iowa\Winnebago","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",15755
"19195","19","195","Iowa\Worth","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",12336
"19197","19","197","Iowa\Wright","Total income from farm-related sources, gross before taxes and expenses (see text) ($1,000)",21696
"19015","19","015","Iowa\Boone","Total farm production expenses ($1,000)",199199
"19021","19","021","Iowa\Buena Vista","Total farm production expenses ($1,000)",386529
"19023","19","023","Iowa\Butler","Total farm production expenses ($1,000)",316191
"19025","19","025","Iowa\Calhoun","Total farm production expenses ($1,000)",278045
"19027","19","027","Iowa\Carroll","Total farm production expenses ($1,000)",448801
"19033","19","033","Iowa\Cerro Gordo","Total farm production expenses ($1,000)",192907
"19041","19","041","Iowa\Clay","Total farm production expenses ($1,000)",277978
"19049","19","049","Iowa\Dallas","Total farm production expenses ($1,000)",189080
"19059","19","059","Iowa\Dickinson","Total farm production expenses ($1,000)",129789
"19063","19","063","Iowa\Emmet","Total farm production expenses ($1,000)",223043
"19067","19","067","Iowa\Floyd","Total farm production expenses ($1,000)",216505
"19069","19","069","Iowa\Franklin","Total farm production expenses ($1,000)",345471
"19073","19","073","Iowa\Greene","Total farm production expenses ($1,000)",243404
"19075","19","075","Iowa\Grundy","Total farm production expenses ($1,000)",260885
"19077","19","077","Iowa\Guthrie","Total farm production expenses ($1,000)",202766
"19079","19","079","Iowa\Hamilton","Total farm production expenses ($1,000)",426824
"19081","19","081","Iowa\Hancock","Total farm production expenses ($1,000)",355563
"19083","19","083","Iowa\Hardin","Total farm production expenses ($1,000)",381236
"19091","19","091","Iowa\Humboldt","Total farm production expenses ($1,000)",163136
"19099","19","099","Iowa\Jasper","Total farm production expenses ($1,000)",225182
"19109","19","109","Iowa\Kossuth","Total farm production expenses ($1,000)",498959
"19127","19","127","Iowa\Marshall","Total farm production expenses ($1,000)",223647
"19131","19","131","Iowa\Mitchell","Total farm production expenses ($1,000)",291247
"19147","19","147","Iowa\Palo Alto","Total farm production expenses ($1,000)",361610
"19151","19","151","Iowa\Pocahontas","Total farm production expenses ($1,000)",265290
"19153","19","153","Iowa\Polk","Total farm production expenses ($1,000)",102157
"19161","19","161","Iowa\Sac","Total farm production expenses ($1,000)",377217
"19169","19","169","Iowa\Story","Total farm production expenses ($1,000)",213392
"19187","19","187","Iowa\Webster","Total farm production expenses ($1,000)",233575
"19189","19","189","Iowa\Winnebago","Total farm production expenses ($1,000)",214200
"19195","19","195","Iowa\Worth","Total farm production expenses ($1,000)",130268
"19197","19","197","Iowa\Wright","Total farm production expenses ($1,000)",370470
"19015","19","015","Iowa\Boone","Total farm production expenses \ Average per farm (dollars)",212365
"19021","19","021","Iowa\Buena Vista","Total farm production expenses \ Average per farm (dollars)",450500
"19023","19","023","Iowa\Butler","Total farm production expenses \ Average per farm (dollars)",288495
"19025","19","025","Iowa\Calhoun","Total farm production expenses \ Average per farm (dollars)",336616
"19027","19","027","Iowa\Carroll","Total farm production expenses \ Average per farm (dollars)",421410
"19033","19","033","Iowa\Cerro Gordo","Total farm production expenses \ Average per farm (dollars)",247317
"19041","19","041","Iowa\Clay","Total farm production expenses \ Average per farm (dollars)",386080
"19049","19","049","Iowa\Dallas","Total farm production expenses \ Average per farm (dollars)",188891
"19059","19","059","Iowa\Dickinson","Total farm production expenses \ Average per farm (dollars)",294306
"19063","19","063","Iowa\Emmet","Total farm production expenses \ Average per farm (dollars)",469564
"19067","19","067","Iowa\Floyd","Total farm production expenses \ Average per farm (dollars)",229348
"19069","19","069","Iowa\Franklin","Total farm production expenses \ Average per farm (dollars)",405007
"19073","19","073","Iowa\Greene","Total farm production expenses \ Average per farm (dollars)",312057
"19075","19","075","Iowa\Grundy","Total farm production expenses \ Average per farm (dollars)",353982
"19077","19","077","Iowa\Guthrie","Total farm production expenses \ Average per farm (dollars)",244591
"19079","19","079","Iowa\Hamilton","Total farm production expenses \ Average per farm (dollars)",560873
"19081","19","081","Iowa\Hancock","Total farm production expenses \ Average per farm (dollars)",399959
"19083","19","083","Iowa\Hardin","Total farm production expenses \ Average per farm (dollars)",465490
"19091","19","091","Iowa\Humboldt","Total farm production expenses \ Average per farm (dollars)",284209
"19099","19","099","Iowa\Jasper","Total farm production expenses \ Average per farm (dollars)",205084
"19109","19","109","Iowa\Kossuth","Total farm production expenses \ Average per farm (dollars)",369873
"19127","19","127","Iowa\Marshall","Total farm production expenses \ Average per farm (dollars)",253568
"19131","19","131","Iowa\Mitchell","Total farm production expenses \ Average per farm (dollars)",322532
"19147","19","147","Iowa\Palo Alto","Total farm production expenses \ Average per farm (dollars)",413742
"19151","19","151","Iowa\Pocahontas","Total farm production expenses \ Average per farm (dollars)",357534
"19153","19","153","Iowa\Polk","Total farm production expenses \ Average per farm (dollars)",132156
"19161","19","161","Iowa\Sac","Total farm production expenses \ Average per farm (dollars)",412710
"19169","19","169","Iowa\Story","Total farm production expenses \ Average per farm (dollars)",220903
"19187","19","187","Iowa\Webster","Total farm production expenses \ Average per farm (dollars)",241296
"19189","19","189","Iowa\Winnebago","Total farm production expenses \ Average per farm (dollars)",333644
"19195","19","195","Iowa\Worth","Total farm production expenses \ Average per farm (dollars)",203544
"19197","19","197","Iowa\Wright","Total farm production expenses \ Average per farm (dollars)",478026
"19015","19","015","Iowa\Boone","Net cash farm income of operation (see text) (farms)",938
"19021","19","021","Iowa\Buena Vista","Net cash farm income of operation (see text) (farms)",858
"19023","19","023","Iowa\Butler","Net cash farm income of operation (see text) (farms)",1096
"19025","19","025","Iowa\Calhoun","Net cash farm income of operation (see text) (farms)",826
"19027","19","027","Iowa\Carroll","Net cash farm income of operation (see text) (farms)",1065
"19033","19","033","Iowa\Cerro Gordo","Net cash farm income of operation (see text) (farms)",780
"19041","19","041","Iowa\Clay","Net cash farm income of operation (see text) (farms)",720
"19049","19","049","Iowa\Dallas","Net cash farm income of operation (see text) (farms)",1001
"19059","19","059","Iowa\Dickinson","Net cash farm income of operation (see text) (farms)",441
"19063","19","063","Iowa\Emmet","Net cash farm income of operation (see text) (farms)",475
"19067","19","067","Iowa\Floyd","Net cash farm income of operation (see text) (farms)",944
"19069","19","069","Iowa\Franklin","Net cash farm income of operation (see text) (farms)",853
"19073","19","073","Iowa\Greene","Net cash farm income of operation (see text) (farms)",780
"19075","19","075","Iowa\Grundy","Net cash farm income of operation (see text) (farms)",737
"19077","19","077","Iowa\Guthrie","Net cash farm income of operation (see text) (farms)",829
"19079","19","079","Iowa\Hamilton","Net cash farm income of operation (see text) (farms)",761
"19081","19","081","Iowa\Hancock","Net cash farm income of operation (see text) (farms)",889
"19083","19","083","Iowa\Hardin","Net cash farm income of operation (see text) (farms)",819
"19091","19","091","Iowa\Humboldt","Net cash farm income of operation (see text) (farms)",574
"19099","19","099","Iowa\Jasper","Net cash farm income of operation (see text) (farms)",1098
"19109","19","109","Iowa\Kossuth","Net cash farm income of operation (see text) (farms)",1349
"19127","19","127","Iowa\Marshall","Net cash farm income of operation (see text) (farms)",882
"19131","19","131","Iowa\Mitchell","Net cash farm income of operation (see text) (farms)",903
"19147","19","147","Iowa\Palo Alto","Net cash farm income of operation (see text) (farms)",874
"19151","19","151","Iowa\Pocahontas","Net cash farm income of operation (see text) (farms)",742
"19153","19","153","Iowa\Polk","Net cash farm income of operation (see text) (farms)",773
"19161","19","161","Iowa\Sac","Net cash farm income of operation (see text) (farms)",914
"19169","19","169","Iowa\Story","Net cash farm income of operation (see text) (farms)",966
"19187","19","187","Iowa\Webster","Net cash farm income of operation (see text) (farms)",968
"19189","19","189","Iowa\Winnebago","Net cash farm income of operation (see text) (farms)",642
"19195","19","195","Iowa\Worth","Net cash farm income of operation (see text) (farms)",640
"19197","19","197","Iowa\Wright","Net cash farm income of operation (see text) (farms)",775
"19015","19","015","Iowa\Boone","Net cash farm income of operation (see text) ($1,000)",125148
"19021","19","021","Iowa\Buena Vista","Net cash farm income of operation (see text) ($1,000)",221139
"19023","19","023","Iowa\Butler","Net cash farm income of operation (see text) ($1,000)",91243
"19025","19","025","Iowa\Calhoun","Net cash farm income of operation (see text) ($1,000)",126702
"19027","19","027","Iowa\Carroll","Net cash farm income of operation (see text) ($1,000)",136544
"19033","19","033","Iowa\Cerro Gordo","Net cash farm income of operation (see text) ($1,000)",91462
"19041","19","041","Iowa\Clay","Net cash farm income of operation (see text) ($1,000)",144181
"19049","19","049","Iowa\Dallas","Net cash farm income of operation (see text) ($1,000)",72787
"19059","19","059","Iowa\Dickinson","Net cash farm income of operation (see text) ($1,000)",74776
"19063","19","063","Iowa\Emmet","Net cash farm income of operation (see text) ($1,000)",81772
"19067","19","067","Iowa\Floyd","Net cash farm income of operation (see text) ($1,000)",95792
"19069","19","069","Iowa\Franklin","Net cash farm income of operation (see text) ($1,000)",145318
"19073","19","073","Iowa\Greene","Net cash farm income of operation (see text) ($1,000)",107123
"19075","19","075","Iowa\Grundy","Net cash farm income of operation (see text) ($1,000)",128008
"19077","19","077","Iowa\Guthrie","Net cash farm income of operation (see text) ($1,000)",79548
"19079","19","079","Iowa\Hamilton","Net cash farm income of operation (see text) ($1,000)",148078
"19081","19","081","Iowa\Hancock","Net cash farm income of operation (see text) ($1,000)",155962
"19083","19","083","Iowa\Hardin","Net cash farm income of operation (see text) ($1,000)",180268
"19091","19","091","Iowa\Humboldt","Net cash farm income of operation (see text) ($1,000)",98543
"19099","19","099","Iowa\Jasper","Net cash farm income of operation (see text) ($1,000)",122458
"19109","19","109","Iowa\Kossuth","Net cash farm income of operation (see text) ($1,000)",260726
"19127","19","127","Iowa\Marshall","Net cash farm income of operation (see text) ($1,000)",109956
"19131","19","131","Iowa\Mitchell","Net cash farm income of operation (see text) ($1,000)",105442
"19147","19","147","Iowa\Palo Alto","Net cash farm income of operation (see text) ($1,000)",163010
"19151","19","151","Iowa\Pocahontas","Net cash farm income of operation (see text) ($1,000)",167854
"19153","19","153","Iowa\Polk","Net cash farm income of operation (see text) ($1,000)",66059
"19161","19","161","Iowa\Sac","Net cash farm income of operation (see text) ($1,000)",137751
"19169","19","169","Iowa\Story","Net cash farm income of operation (see text) ($1,000)",99145
"19187","19","187","Iowa\Webster","Net cash farm income of operation (see text) ($1,000)",155063
"19189","19","189","Iowa\Winnebago","Net cash farm income of operation (see text) ($1,000)",89507
"19195","19","195","Iowa\Worth","Net cash farm income of operation (see text) ($1,000)",76895
"19197","19","197","Iowa\Wright","Net cash farm income of operation (see text) ($1,000)",147843
"19015","19","015","Iowa\Boone","Net cash farm income of operation (see text) \ Average per farm (dollars)",133420
"19021","19","021","Iowa\Buena Vista","Net cash farm income of operation (see text) \ Average per farm (dollars)",257738
"19023","19","023","Iowa\Butler","Net cash farm income of operation (see text) \ Average per farm (dollars)",83251
"19025","19","025","Iowa\Calhoun","Net cash farm income of operation (see text) \ Average per farm (dollars)",153392
"19027","19","027","Iowa\Carroll","Net cash farm income of operation (see text) \ Average per farm (dollars)",128210
"19033","19","033","Iowa\Cerro Gordo","Net cash farm income of operation (see text) \ Average per farm (dollars)",117259
"19041","19","041","Iowa\Clay","Net cash farm income of operation (see text) \ Average per farm (dollars)",200251
"19049","19","049","Iowa\Dallas","Net cash farm income of operation (see text) \ Average per farm (dollars)",72714
"19059","19","059","Iowa\Dickinson","Net cash farm income of operation (see text) \ Average per farm (dollars)",169560
