Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),21,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),92,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),79,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),76,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),73,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",10,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),71,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),82,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),94,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),77,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",36,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),25,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),106,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),73,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),121,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),99,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",20,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),28,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),160,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),105,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),185,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,BUENA VISTA,21,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),67,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",19,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),33,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),107,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),94,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),132,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,CLAY,41,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),71,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",15,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),25,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),70,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),49,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),68,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,DICKINSON,59,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),41,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",19,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),11,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),65,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),52,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),102,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,EMMET,63,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),49,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",36,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),33,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),120,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),96,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),136,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,PALO ALTO,147,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),86,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",19,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),27,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),146,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),124,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),142,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTHWEST,10,POCAHONTAS,151,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),87,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",34,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),18,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),125,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),107,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),121,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CALHOUN,25,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),103,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",38,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),52,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),237,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),181,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),147,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,CARROLL,27,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),58,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",35,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),29,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),131,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),81,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),98,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GREENE,73,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),103,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",24,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),58,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),71,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),90,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),72,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),65,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",26,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),65,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),149,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),131,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),139,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,WEST CENTRAL,40,SAC,161,,,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),90,20.6
