Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain Category,Value
CENSUS,2007,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),170
CENSUS,2007,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),159
CENSUS,2007,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),92
CENSUS,2007,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),71
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",40
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),78
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),217
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),163
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),100
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),85
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",40
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),28
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),92
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),94
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),140
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),107
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",17
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),67
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),144
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),124
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),124
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),79
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",38
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),29
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),130
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),112
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),144
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),140
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",34
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),44
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),178
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),154
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),135
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),95
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",28
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),25
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),124
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),93
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),126
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),67
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",72
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),47
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),321
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),171
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),233
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),139
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",25
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),50
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),161
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),121
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),127
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),71
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",31
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),27
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),97
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),79
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),83
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),71
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",11
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),20
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),71
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),74
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),103
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WORTH,195,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),74
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",26
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),37
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),127
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),85
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),118
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),99
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",7
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),80
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),94
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),137
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),44
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),22
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",12
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),48
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),177
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),173
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),104
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BLACK HAWK,13,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),85
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",19
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),76
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),185
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),177
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),91
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BREMER,17,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),55
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",40
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),111
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),192
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),169
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),166
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,BUCHANAN,19,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),89
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",20
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),80
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),183
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),175
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),114
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CHICKASAW,37,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),48
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",20
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),142
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),188
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),249
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),131
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,CLAYTON,43,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),47
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",14
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),94
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),329
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),252
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),179
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DELAWARE,55,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),68
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",3
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),137
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),222
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),355
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),88
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,DUBUQUE,61,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),66
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",23
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 24.9 ACRES),76
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),214
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 99.9 ACRES),215
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),194
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,FAYETTE,65,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),72
CENSUS,2007,YEAR,,COUNTY,IOWA,19,NORTHEAST,30,HOWARD,89,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)",16
