Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"133,432",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",22,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),161,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),150,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),63,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),54,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,IOWA,95,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,480,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"104,794",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",11,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),110,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),154,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),200,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),75,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),34,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JACKSON,97,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,584,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"136,999",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",19,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),127,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),171,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),217,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),85,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),54,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JOHNSON,103,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,673,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"154,832",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",15,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),72,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),160,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),143,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),137,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),76,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,JONES,105,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,603,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"160,088",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",23,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),98,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),148,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),222,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),123,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),67,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,LINN,113,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,681,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"89,461",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",6,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),41,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),108,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),97,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),78,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),47,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,377,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"118,875",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",25,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),58,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),121,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),115,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),92,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),41,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,EAST CENTRAL,60,SCOTT,163,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,452,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"194,695",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",46,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),79,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),156,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),164,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),103,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),67,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,BUTLER,23,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,615,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"189,004",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",38,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),46,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),102,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),88,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),94,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),88,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,CERRO_GORDO,33,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,456,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"162,427",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",18,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),51,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),108,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),142,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),96,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),100,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FLOYD,67,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,515,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"218,984",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",36,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),27,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),117,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),137,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),108,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),123,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,548,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"205,559",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",32,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),135,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),124,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),145,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),94,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,560,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"120,634",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",26,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),18,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),100,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),86,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),75,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),59,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,364,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"324,480",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",48,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),49,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),259,26
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),163,14.1
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),265,12.7
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),163,20.6
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,947,9.5
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"155,093",8.2
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",14,22
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),78,17.9
CENSUS,2012,YEAR,,COUNTY,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),159,26
