Year,State,Ag District,County,Data Item,Domain,Domain Category,Value
2007,IOWA,SOUTH CENTRAL,WARREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),51
2007,IOWA,SOUTH CENTRAL,WARREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),27
2007,IOWA,SOUTH CENTRAL,WARREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,361
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,46279
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",10
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),28
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),51
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),72
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),21
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),17
2007,IOWA,SOUTH CENTRAL,WAYNE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,199
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,32518
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",3
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),70
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),50
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),81
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),21
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),11
2007,IOWA,SOUTHEAST,DAVIS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,236
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,82557
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",17
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),45
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),86
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),93
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),61
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),30
2007,IOWA,SOUTHEAST,DES MOINES,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,332
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,89753
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",14
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),41
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),97
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),99
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),88
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),26
2007,IOWA,SOUTHEAST,HENRY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,365
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,56738
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",7
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),27
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),75
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),91
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),40
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),18
2007,IOWA,SOUTHEAST,JEFFERSON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,258
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,115934
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",8
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),75
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),132
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),159
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),102
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),57
2007,IOWA,SOUTHEAST,KEOKUK,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,533
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,75517
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",4
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),69
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),91
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),129
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),65
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),34
2007,IOWA,SOUTHEAST,LEE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,392
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,77100
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",11
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),45
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),99
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),92
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),73
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),24
2007,IOWA,SOUTHEAST,LOUISA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,344
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,114903
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",13
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),72
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),135
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),142
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),92
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),50
2007,IOWA,SOUTHEAST,MAHASKA,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,504
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,47011
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",6
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),49
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),58
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),84
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),35
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),14
2007,IOWA,SOUTHEAST,VAN BUREN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,246
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,51779
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",8
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),43
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),83
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),30
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),23
2007,IOWA,SOUTHEAST,WAPELLO,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,217
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,132531
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",9
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),74
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),189
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),167
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),132
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),48
2007,IOWA,SOUTHEAST,WASHINGTON,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,619
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,101919
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",15
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),127
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),122
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),65
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),39
2007,IOWA,SOUTHWEST,ADAIR,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,398
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,57200
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",10
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),32
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),66
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),89
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),55
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),15
2007,IOWA,SOUTHWEST,ADAMS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,267
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,123797
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",22
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),46
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),97
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),99
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),101
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),60
2007,IOWA,SOUTHWEST,CASS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,425
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,102348
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",20
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),23
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),72
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),61
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),72
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),49
2007,IOWA,SOUTHWEST,FREMONT,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,297
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,81644
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",10
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),8
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),105
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),41
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),76
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),37
2007,IOWA,SOUTHWEST,MILLS,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,277
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,80569
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",6
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),30
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),104
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),74
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),85
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),33
2007,IOWA,SOUTHWEST,MONTGOMERY,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,332
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,92336
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",9
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),25
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),125
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),117
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),91
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),34
2007,IOWA,SOUTHWEST,PAGE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,401
2007,IOWA,SOUTHWEST,POTTAWATTAMIE,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,212255
2007,IOWA,SOUTHWEST,POTTAWATTAMIE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",27
2007,IOWA,SOUTHWEST,POTTAWATTAMIE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 24.9 ACRES),46
2007,IOWA,SOUTHWEST,POTTAWATTAMIE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),180
2007,IOWA,SOUTHWEST,POTTAWATTAMIE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 99.9 ACRES),143
2007,IOWA,SOUTHWEST,POTTAWATTAMIE,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),137
